"x","cyan"
578.666666666667,48
524.8,48
470.933333333333,48
417.066666666667,48
363.2,48
363.2,101.941176470588
417.066666666667,101.941176470588
470.933333333333,101.941176470588
524.8,101.941176470588
578.666666666667,101.941176470588
632.533333333333,101.941176470588
686.4,101.941176470588
686.4,155.882352941177
632.533333333333,155.882352941177
578.666666666667,155.882352941177
524.8,155.882352941177
470.933333333333,155.882352941177
417.066666666667,155.882352941177
363.2,155.882352941177
147.733333333333,209.823529411765
201.6,209.823529411765
255.466666666667,209.823529411765
309.333333333333,209.823529411765
363.2,209.823529411765
417.066666666667,209.823529411765
470.933333333333,209.823529411765
524.8,209.823529411765
578.666666666667,209.823529411765
632.533333333333,209.823529411765
740.266666666667,209.823529411765
794.133333333333,263.764705882353
848,263.764705882353
794.133333333333,263.764705882353
740.266666666667,263.764705882353
686.4,263.764705882353
632.533333333333,263.764705882353
578.666666666667,263.764705882353
524.8,263.764705882353
470.933333333333,263.764705882353
417.066666666667,263.764705882353
363.2,263.764705882353
309.333333333333,263.764705882353
255.466666666667,263.764705882353
201.6,263.764705882353
147.733333333333,263.764705882353
93.8666666666667,263.764705882353
40,317.705882352941
93.8666666666667,317.705882352941
147.733333333333,317.705882352941
201.6,317.705882352941
255.466666666667,317.705882352941
309.333333333333,317.705882352941
363.2,317.705882352941
417.066666666667,317.705882352941
470.933333333333,317.705882352941
524.8,317.705882352941
578.666666666667,317.705882352941
632.533333333333,317.705882352941
686.4,317.705882352941
740.266666666667,317.705882352941
794.133333333333,317.705882352941
848,317.705882352941
848,371.64705882353
794.133333333333,371.64705882353
740.266666666667,371.64705882353
686.4,371.64705882353
632.533333333333,371.64705882353
578.666666666667,371.64705882353
524.8,371.64705882353
470.933333333333,371.64705882353
417.066666666667,371.64705882353
363.2,371.64705882353
309.333333333333,371.64705882353
255.466666666667,371.64705882353
201.6,371.64705882353
147.733333333333,371.64705882353
93.8666666666667,371.64705882353
40,371.64705882353
40,425.588235294118
93.8666666666667,425.588235294118
147.733333333333,425.588235294118
201.6,425.588235294118
255.466666666667,425.588235294118
309.333333333333,425.588235294118
363.2,425.588235294118
417.066666666667,425.588235294118
470.933333333333,425.588235294118
524.8,425.588235294118
632.533333333333,425.588235294118
686.4,425.588235294118
740.266666666667,425.588235294118
794.133333333333,425.588235294118
848,425.588235294118
848,479.529411764706
794.133333333333,479.529411764706
740.266666666667,479.529411764706
686.4,479.529411764706
632.533333333333,479.529411764706
578.666666666667,479.529411764706
524.8,479.529411764706
470.933333333333,479.529411764706
417.066666666667,479.529411764706
363.2,479.529411764706
309.333333333333,479.529411764706
255.466666666667,479.529411764706
201.6,479.529411764706
147.733333333333,479.529411764706
93.8666666666667,479.529411764706
40,479.529411764706
147.733333333333,533.470588235294
201.6,533.470588235294
255.466666666667,533.470588235294
309.333333333333,533.470588235294
363.2,533.470588235294
417.066666666667,533.470588235294
470.933333333333,533.470588235294
524.8,533.470588235294
578.666666666667,533.470588235294
632.533333333333,533.470588235294
686.4,533.470588235294
740.266666666667,533.470588235294
794.133333333333,533.470588235294
848,533.470588235294
848,587.411764705882
794.133333333333,587.411764705882
740.266666666667,587.411764705882
686.4,587.411764705882
632.533333333333,587.411764705882
578.666666666667,587.411764705882
524.8,587.411764705882
470.933333333333,587.411764705882
417.066666666667,587.411764705882
363.2,587.411764705882
309.333333333333,587.411764705882
255.466666666667,587.411764705882
201.6,641.352941176471
255.466666666667,641.352941176471
309.333333333333,641.352941176471
363.2,641.352941176471
417.066666666667,641.352941176471
470.933333333333,641.352941176471
578.666666666667,641.352941176471
632.533333333333,641.352941176471
686.4,641.352941176471
740.266666666667,641.352941176471
794.133333333333,695.294117647059
740.266666666667,695.294117647059
686.4,695.294117647059
632.533333333333,695.294117647059
578.666666666667,695.294117647059
524.8,695.294117647059
470.933333333333,695.294117647059
417.066666666667,695.294117647059
363.2,695.294117647059
309.333333333333,695.294117647059
255.466666666667,695.294117647059
201.6,695.294117647059
147.733333333333,749.235294117647
201.6,749.235294117647
255.466666666667,749.235294117647
309.333333333333,749.235294117647
363.2,749.235294117647
417.066666666667,749.235294117647
470.933333333333,749.235294117647
524.8,749.235294117647
578.666666666667,749.235294117647
632.533333333333,749.235294117647
686.4,749.235294117647
740.266666666667,749.235294117647
794.133333333333,749.235294117647
740.266666666667,803.176470588235
686.4,803.176470588235
632.533333333333,803.176470588235
578.666666666667,803.176470588235
524.8,803.176470588235
417.066666666667,803.176470588235
363.2,803.176470588235
309.333333333333,803.176470588235
255.466666666667,803.176470588235
201.6,803.176470588235
147.733333333333,803.176470588235
147.733333333333,857.117647058824
201.6,857.117647058824
255.466666666667,857.117647058824
309.333333333333,857.117647058824
363.2,857.117647058824
417.066666666667,857.117647058824
524.8,857.117647058824
578.666666666667,857.117647058824
632.533333333333,857.117647058824
686.4,857.117647058824
417.066666666667,911.058823529412
363.2,911.058823529412
309.333333333333,911.058823529412
255.466666666667,911.058823529412
309.333333333333,965
363.2,965
484,792
500,736
510,681
528,629
582,576
612,530
612,490
625,428
624,396
602,381
573,380
562,389
556,404
558,432
577,449
589,480
597,502
597,526
590,550
576,566
554,590
530,606
513,637
494,693
477,746
474,796
